alfa = 1.25
# columna 1: tiempo
# columna 2: coordenada x
# columna 3: u(x,t)
0	0	0
0	0.01	0.02
0	0.02	0.04
0	0.03	0.06
0	0.04	0.08
0	0.05	0.1
0	0.06	0.12
0	0.07	0.14
0	0.08	0.16
0	0.09	0.18
0	0.1	0.2
0	0.11	0.22
0	0.12	0.24
0	0.13	0.26
0	0.14	0.28
0	0.15	0.3
0	0.16	0.32
0	0.17	0.34
0	0.18	0.36
0	0.19	0.38
0	0.2	0.4
0	0.21	0.42
0	0.22	0.44
0	0.23	0.46
0	0.24	0.48
0	0.25	0.5
0	0.26	0.52
0	0.27	0.54
0	0.28	0.56
0	0.29	0.58
0	0.3	0.6
0	0.31	0.62
0	0.32	0.64
0	0.33	0.66
0	0.34	0.68
0	0.35	0.7
0	0.36	0.72
0	0.37	0.74
0	0.38	0.76
0	0.39	0.78
0	0.4	0.8
0	0.41	0.82
0	0.42	0.84
0	0.43	0.86
0	0.44	0.88
0	0.45	0.9
0	0.46	0.92
0	0.47	0.94
0	0.48	0.96
0	0.49	0.98
0	0.5	1
0	0.51	0.98
0	0.52	0.96
0	0.53	0.94
0	0.54	0.92
0	0.55	0.9
0	0.56	0.88
0	0.57	0.86
0	0.58	0.84
0	0.59	0.82
0	0.6	0.8
0	0.61	0.78
0	0.62	0.76
0	0.63	0.74
0	0.64	0.72
0	0.65	0.7
0	0.66	0.68
0	0.67	0.66
0	0.68	0.64
0	0.69	0.62
0	0.7	0.6
0	0.71	0.58
0	0.72	0.56
0	0.73	0.54
0	0.74	0.52
0	0.75	0.5
0	0.76	0.48
0	0.77	0.46
0	0.78	0.44
0	0.79	0.42
0	0.8	0.4
0	0.81	0.38
0	0.82	0.36
0	0.83	0.34
0	0.84	0.32
0	0.85	0.3
0	0.86	0.28
0	0.87	0.26
0	0.88	0.24
0	0.89	0.22
0	0.9	0.2
0	0.91	0.18
0	0.92	0.16
0	0.93	0.14
0	0.94	0.12
0	0.95	0.1
0	0.96	0.08
0	0.97	0.06
0	0.98	0.04
0	0.99	0.02
0	1	0


0.0125	0	0
0.0125	0.01	0.02
0.0125	0.02	0.04
0.0125	0.03	0.06
0.0125	0.04	0.08
0.0125	0.05	0.1
0.0125	0.06	0.12
0.0125	0.07	0.14
0.0125	0.08	0.16
0.0125	0.09	0.18
0.0125	0.1	0.2
0.0125	0.11	0.22
0.0125	0.12	0.24
0.0125	0.13	0.26
0.0125	0.14	0.28
0.0125	0.15	0.3
0.0125	0.16	0.32
0.0125	0.17	0.34
0.0125	0.18	0.36
0.0125	0.19	0.38
0.0125	0.2	0.4
0.0125	0.21	0.42
0.0125	0.22	0.44
0.0125	0.23	0.46
0.0125	0.24	0.48
0.0125	0.25	0.5
0.0125	0.26	0.52
0.0125	0.27	0.54
0.0125	0.28	0.56
0.0125	0.29	0.58
0.0125	0.3	0.6
0.0125	0.31	0.62
0.0125	0.32	0.64
0.0125	0.33	0.66
0.0125	0.34	0.68
0.0125	0.35	0.7
0.0125	0.36	0.72
0.0125	0.37	0.74
0.0125	0.38	0.76
0.0125	0.39	0.78
0.0125	0.4	0.8
0.0125	0.41	0.82
0.0125	0.42	0.84
0.0125	0.43	0.86
0.0125	0.44	0.88
0.0125	0.45	0.9
0.0125	0.46	0.92
0.0125	0.47	0.94
0.0125	0.48	0.96
0.0125	0.49	0.98
0.0125	0.5	1
0.0125	0.51	0.98
0.0125	0.52	0.96
0.0125	0.53	0.94
0.0125	0.54	0.92
0.0125	0.55	0.9
0.0125	0.56	0.88
0.0125	0.57	0.86
0.0125	0.58	0.84
0.0125	0.59	0.82
0.0125	0.6	0.8
0.0125	0.61	0.78
0.0125	0.62	0.76
0.0125	0.63	0.74
0.0125	0.64	0.72
0.0125	0.65	0.7
0.0125	0.66	0.68
0.0125	0.67	0.66
0.0125	0.68	0.64
0.0125	0.69	0.62
0.0125	0.7	0.6
0.0125	0.71	0.58
0.0125	0.72	0.56
0.0125	0.73	0.54
0.0125	0.74	0.52
0.0125	0.75	0.5
0.0125	0.76	0.48
0.0125	0.77	0.46
0.0125	0.78	0.44
0.0125	0.79	0.42
0.0125	0.8	0.4
0.0125	0.81	0.38
0.0125	0.82	0.36
0.0125	0.83	0.34
0.0125	0.84	0.32
0.0125	0.85	0.3
0.0125	0.86	0.28
0.0125	0.87	0.26
0.0125	0.88	0.24
0.0125	0.89	0.22
0.0125	0.9	0.2
0.0125	0.91	0.18
0.0125	0.92	0.16
0.0125	0.93	0.14
0.0125	0.94	0.12
0.0125	0.95	0.1
0.0125	0.96	0.08
0.0125	0.97	0.06
0.0125	0.98	0.04
0.0125	0.99	0.02
0.0125	1	0


0.025	0	0
0.025	0.01	0.02
0.025	0.02	0.04
0.025	0.03	0.06
0.025	0.04	0.08
0.025	0.05	0.1
0.025	0.06	0.12
0.025	0.07	0.14
0.025	0.08	0.16
0.025	0.09	0.18
0.025	0.1	0.2
0.025	0.11	0.22
0.025	0.12	0.24
0.025	0.13	0.26
0.025	0.14	0.28
0.025	0.15	0.3
0.025	0.16	0.32
0.025	0.17	0.34
0.025	0.18	0.36
0.025	0.19	0.38
0.025	0.2	0.4
0.025	0.21	0.42
0.025	0.22	0.44
0.025	0.23	0.46
0.025	0.24	0.48
0.025	0.25	0.5
0.025	0.26	0.52
0.025	0.27	0.54
0.025	0.28	0.56
0.025	0.29	0.58
0.025	0.3	0.6
0.025	0.31	0.62
0.025	0.32	0.64
0.025	0.33	0.66
0.025	0.34	0.68
0.025	0.35	0.7
0.025	0.36	0.72
